index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
48,1081,5921,859,0.05,7823,856,29.0,0.16,4458,6281,5505,0.059,1199,4934,23.0,0.18,8030,286,3494,0.05,3248,9981,26.5,0.185,11895,7634,1011,0.042,4200,432,31.5,0.21,15423,2273,1768,0.047,9936,4230,27.0,0.17,19067,7081,7013,0.046,6806,8142,31.5,0.205,22543,943,7719,0.043,4952,1383,22.0,0.17,26193,293,3717,0.035,4439,9184,30.0,0.18,29918,3441,852,0.038,7478,6803,23.0,0.18,33378,7223,3221,0.055,3759,1588,22.0,0.21,36955,6739,2102,0.058,2186,6755,26.5,0.19,40686,7277,5240,0.049,2276,818,31.5,0.185,44547,2842,5673,0.059,2684,4947,23.0,0.18,47798,2258,1088,0.031,1466,3136,23.0,0.17,51273,6546,8072,0.059,5819,3280,29.5,0.16,55124,7322,7664,0.034,6195,6071,32.0,0.205,58830,7460,1996,0.043,800,4175,29.5,0.18,62153,7325,3204,0.038,2728,5741,31.5,0.2,65763,2592,4343,0.046,9282,2290,22.5,0.195,69455,422,4755,0.05,2822,7471,31.5,0.2,72869,8367,4944,0.037,1991,1687,31.5,0.165,76837,5305,86,0.031,7277,7993,29.5,0.205,80354,779,3545,0.041,6478,1211,29.5,0.165,83990,5253,870,0.039,486,4049,29.0,0.205
49,1131,2354,6205,0.054,9747,9233,32.0,0.195,4478,4736,627,0.042,6891,160,22.5,0.17,8048,8887,8827,0.043,2588,2454,22.5,0.21,11906,8796,6391,0.048,2151,8246,26.5,0.2,15433,3459,2077,0.048,1245,1198,22.5,0.165,19067,727,6096,0.046,4118,7352,23.0,0.21,22557,1451,8005,0.053,1400,372,30.0,0.205,26220,7167,7639,0.059,3605,2811,29.5,0.185,29918,4137,8709,0.054,8496,2010,32.0,0.18,33434,2008,821,0.031,8605,6542,22.0,0.17,36963,7868,1421,0.033,4825,1193,29.5,0.17,40695,3572,8412,0.047,7125,1234,22.0,0.16,44552,1246,3761,0.056,392,9247,30.0,0.195,47807,677,5772,0.039,1112,9262,29.0,0.21,51287,8576,4534,0.05,4436,8993,23.0,0.16,55132,4515,2573,0.041,2832,3403,29.0,0.16,58834,258,7871,0.036,4783,1387,27.0,0.2,62158,2183,51,0.035,1031,830,29.5,0.17,65780,2920,5572,0.034,7061,252,32.0,0.205,69466,456,2027,0.046,9464,1229,31.5,0.19,72877,1022,8849,0.036,5118,2878,32.0,0.185,76857,4428,66,0.041,2548,1792,31.5,0.165,80439,7227,1971,0.04,9081,8260,22.0,0.165,84016,7225,7752,0.041,684,6567,29.5,0.185
50,1131,2316,5352,0.043,9385,1818,27.0,0.21,4487,2352,8367,0.048,519,4193,30.0,0.16,8052,2662,1723,0.046,1869,2278,23.0,0.195,11943,8230,1169,0.052,7648,7045,22.0,0.18,15450,7677,7078,0.057,2165,3871,26.5,0.17,19071,333,2543,0.05,9407,8686,31.5,0.18,22612,5436,6470,0.056,9596,4803,29.5,0.195,26234,1369,5939,0.053,6764,5600,22.0,0.17,29924,8760,5709,0.034,1523,1517,32.0,0.16,33438,2500,7550,0.057,9091,4119,29.5,0.2,36964,2992,8513,0.032,1237,2509,29.5,0.17,40731,2461,8355,0.059,6773,4371,31.5,0.195,44556,3992,5229,0.04,227,4096,29.0,0.205,47808,6152,759,0.058,9702,5911,23.0,0.185,51305,7709,4870,0.049,7519,7235,22.0,0.195,55135,5219,6013,0.057,2863,1992,32.0,0.18,58856,7085,3238,0.037,2902,3270,23.0,0.17,62176,3014,2978,0.046,3469,9440,22.5,0.195,65818,1798,7970,0.043,2949,3918,26.5,0.2,69473,2694,5804,0.048,9293,203,30.0,0.17,72935,5230,194,0.032,630,3039,29.0,0.165,76870,3129,3163,0.039,303,6066,22.5,0.17,80504,195,1655,0.038,9113,7154,22.5,0.2,84035,8105,2542,0.033,4051,8429,22.0,0.17
51,1136,263,1763,0.042,4435,1671,30.0,0.16,4508,8118,5232,0.045,1628,9681,29.5,0.205,8057,379,6409,0.038,5882,8343,31.5,0.16,11971,5714,8946,0.046,1242,732,23.0,0.16,15481,4320,2067,0.053,4495,9363,27.0,0.165,19110,650,4103,0.039,9801,4198,32.0,0.17,22625,8414,3247,0.05,4907,7674,29.0,0.205,26236,6102,4767,0.059,6246,1449,32.0,0.18,29928,6747,2776,0.036,5848,9285,22.5,0.17,33439,2246,8725,0.05,6715,5590,26.5,0.195,36975,878,5851,0.045,2416,8497,26.5,0.165,40766,3963,3907,0.04,4636,4974,30.0,0.2,44559,3059,3800,0.033,1765,3883,22.0,0.21,47814,3703,7993,0.06,1364,6662,29.0,0.19,51326,4637,5845,0.047,3076,4804,30.0,0.19,55180,296,2055,0.04,8673,7343,29.0,0.205,58886,5255,5801,0.056,1646,2928,23.0,0.165,62213,55,7896,0.031,4960,1165,27.0,0.195,65830,4589,3613,0.043,1756,4229,22.0,0.21,69486,7571,417,0.042,8686,9346,31.5,0.2,72936,2244,7579,0.056,3406,8864,29.5,0.185,76882,2206,5419,0.05,4380,7307,22.0,0.205,80521,3091,857,0.057,6357,984,30.0,0.21,84048,714,2075,0.055,209,7306,32.0,0.18
52,1140,6626,742,0.048,9298,7700,26.5,0.16,4531,7723,5343,0.038,7109,6392,22.0,0.18,8061,6057,870,0.04,5138,1354,22.0,0.185,12009,8512,4708,0.055,3950,2092,29.5,0.195,15526,5413,8541,0.045,5782,9843,32.0,0.16,19116,4993,8146,0.047,484,3303,31.5,0.17,22625,1360,621,0.05,6778,9966,22.0,0.17,26238,5996,3687,0.05,9411,4120,29.5,0.16,29982,1709,8566,0.048,9328,776,22.5,0.16,33474,1806,7707,0.042,5495,8090,23.0,0.2,37011,8361,5478,0.058,2874,5948,22.5,0.16,40772,8211,6182,0.044,1797,8834,26.5,0.205,44565,566,8087,0.041,1446,821,23.0,0.16,47815,399,2617,0.054,5903,5865,31.5,0.195,51350,7895,4473,0.058,9110,1175,22.5,0.18,55191,5205,1798,0.048,5687,4898,23.0,0.18,58911,2909,7015,0.05,6149,1071,22.0,0.2,62292,118,6331,0.059,9806,3899,22.5,0.185,65893,1904,3152,0.034,6898,4190,29.0,0.2,69486,1121,300,0.059,8563,1161,27.0,0.21,72968,1313,579,0.051,6295,1072,29.5,0.205,76888,8161,8252,0.044,5422,600,27.0,0.2,80522,2050,6810,0.059,3543,8428,32.0,0.16,84070,8369,5621,0.042,356,1318,32.0,0.165
53,1144,2683,5562,0.052,3226,1413,32.0,0.16,4539,4478,7888,0.036,4495,7687,29.5,0.205,8065,5283,1590,0.032,900,2499,30.0,0.19,12033,1059,6122,0.049,1617,8788,30.0,0.2,15541,4992,3692,0.056,8043,1638,27.0,0.19,19119,3919,3834,0.057,2036,5121,22.0,0.19,22629,6961,402,0.041,3858,3905,26.5,0.165,26259,7953,3826,0.041,1259,5278,26.5,0.205,29999,8952,3094,0.046,6364,1788,32.0,0.16,33484,349,8133,0.041,4336,3673,30.0,0.185,37048,1454,3256,0.033,1594,2679,29.0,0.185,40836,5143,6597,0.03,9513,407,31.5,0.195,44566,4587,8793,0.037,2766,2634,31.5,0.21,47822,7268,1468,0.058,8569,1213,30.0,0.165,51378,3664,2086,0.055,6027,8518,22.0,0.2,55220,3955,5934,0.058,2061,1066,29.5,0.21,58931,2882,3016,0.035,5426,9994,26.5,0.19,62334,5219,8341,0.054,3986,6389,31.5,0.185,65901,6581,449,0.044,1142,3499,29.0,0.19,69514,8767,4271,0.04,4693,4528,26.5,0.195,72982,5920,8191,0.047,5021,491,29.0,0.19,76924,49,6266,0.058,2402,4996,31.5,0.18,80537,5291,7433,0.043,4147,1290,29.0,0.19,84077,1550,8757,0.035,5577,5205,32.0,0.2
54,1146,7161,1749,0.058,9025,6497,22.5,0.21,4544,4096,7482,0.042,380,5757,23.0,0.17,8096,6694,2972,0.03,6077,9565,22.5,0.17,12035,1056,8955,0.054,4355,1692,30.0,0.18,15567,4567,8305,0.033,3719,5661,29.5,0.2,19138,4394,1182,0.038,3670,823,29.5,0.17,22699,6864,144,0.043,869,3160,23.0,0.185,26282,8044,7936,0.057,1284,8568,23.0,0.205,29999,6790,4159,0.032,119,297,29.0,0.2,33488,1121,1019,0.039,6440,1878,31.5,0.18,37177,6782,5521,0.041,674,3971,26.5,0.2,40881,3760,4973,0.031,7652,8090,27.0,0.17,44608,5248,126,0.044,7328,6649,22.5,0.18,47833,6139,6196,0.048,6624,2519,23.0,0.165,51410,3216,3242,0.045,9028,7188,22.5,0.185,55242,4456,8489,0.044,6228,1008,29.5,0.185,58942,8647,4446,0.049,7290,6008,31.5,0.205,62368,2909,3519,0.05,8540,3992,29.0,0.18,65901,6927,5163,0.044,9467,1669,22.5,0.205,69531,7397,4748,0.034,3012,829,29.0,0.17,73010,5573,8515,0.03,8935,2285,31.5,0.18,76935,2045,7269,0.041,7429,8587,29.0,0.16,80605,5941,2945,0.058,1526,4918,22.5,0.21,84094,2969,834,0.053,831,9661,23.0,0.185
55,1166,8893,7601,0.058,2087,7737,26.5,0.2,4609,2410,8620,0.06,3606,867,22.5,0.17,8130,8305,2981,0.039,7170,1276,31.5,0.17,12080,2716,7510,0.034,3738,4333,26.5,0.2,15612,6607,6257,0.053,5630,522,29.5,0.205,19170,1381,7331,0.046,7881,5167,29.5,0.205,22745,2885,3634,0.044,353,3963,29.5,0.165,26296,431,1083,0.052,9566,973,32.0,0.21,30003,4154,6504,0.043,423,2814,22.0,0.195,33499,3471,2297,0.055,4155,8207,31.5,0.2,37213,8738,6472,0.04,951,9598,27.0,0.165,40926,3073,8354,0.032,8194,8271,29.0,0.19,44674,7075,3316,0.051,2453,8630,22.0,0.18,47852,3882,3611,0.032,947,1051,23.0,0.205,51420,4304,1946,0.036,1628,2144,22.5,0.17,55319,8398,6174,0.03,9804,8045,29.0,0.195,58954,6153,8485,0.059,345,8784,27.0,0.21,62379,4228,2288,0.039,8878,134,26.5,0.18,65906,2003,3204,0.051,3552,2786,27.0,0.195,69541,4777,4414,0.032,3765,4751,29.0,0.165,73031,2841,3460,0.053,1361,1515,23.0,0.165,76941,5333,2929,0.036,9482,6848,29.0,0.16,80606,1903,7239,0.049,8709,2296,27.0,0.2,84096,385,6987,0.049,1243,9846,32.0,0.21
56,1187,2627,4516,0.056,1571,9853,31.5,0.2,4640,8501,6985,0.045,8889,1582,31.5,0.16,8134,947,7634,0.045,9452,3780,26.5,0.17,12101,8964,4872,0.038,2154,1507,26.5,0.17,15659,1443,1118,0.058,7801,6852,26.5,0.205,19197,7390,2859,0.044,3101,6444,30.0,0.19,22755,474,6932,0.048,6775,6573,22.0,0.2,26307,3794,7792,0.046,2040,2673,29.0,0.195,30020,2246,5154,0.04,9558,283,32.0,0.165,33511,810,77,0.03,1186,3050,32.0,0.19,37220,7278,8654,0.048,1033,2511,26.5,0.195,40936,5935,7271,0.035,6585,6767,23.0,0.2,44691,3559,7885,0.052,4091,1042,27.0,0.205,47854,5362,1619,0.04,4689,1157,27.0,0.21,51432,3007,2697,0.037,9436,8706,27.0,0.185,55321,2965,6641,0.05,345,3913,22.0,0.18,58989,1060,6148,0.05,2779,9326,23.0,0.21,62422,4946,7430,0.056,6187,1329,29.5,0.17,65996,4184,7399,0.034,316,6313,23.0,0.195,69578,8590,7888,0.053,8061,4716,22.0,0.21,73038,7679,983,0.058,2028,3975,22.0,0.19,76951,4067,5765,0.057,3948,1998,32.0,0.205,80611,5122,5273,0.046,2013,6484,32.0,0.2,84105,3088,7931,0.044,2731,4850,32.0,0.185
57,1205,5551,6706,0.043,3406,6508,22.0,0.195,4663,8014,8092,0.05,5378,8763,23.0,0.21,8224,4147,8395,0.044,5907,176,26.5,0.17,12102,1654,6305,0.05,3729,1494,22.0,0.185,15662,1637,1156,0.05,5588,3533,23.0,0.17,19211,829,2317,0.045,4040,4641,22.0,0.16,22756,3982,7599,0.043,3388,7294,26.5,0.195,26330,6317,5335,0.059,1168,9556,29.5,0.195,30033,1400,1520,0.059,1704,2444,22.0,0.18,33542,778,8664,0.033,8704,8781,22.5,0.165,37284,3070,5849,0.058,7254,1952,29.5,0.205,40940,3969,2188,0.034,3284,84,32.0,0.165,44692,6202,4483,0.054,1289,5366,30.0,0.21,47861,2476,6811,0.049,3621,9937,31.5,0.185,51460,79,5833,0.059,6714,4168,29.0,0.19,55326,2187,7282,0.054,6380,3017,27.0,0.165,59020,6976,1604,0.04,3873,2577,23.0,0.18,62429,2180,5494,0.031,8002,7639,27.0,0.21,65999,6933,7498,0.033,8723,1636,29.0,0.21,69623,8238,2684,0.046,1202,7634,29.0,0.21,73040,2150,2284,0.031,5585,5440,22.5,0.21,76997,1423,1560,0.059,65,1427,31.5,0.185,80650,2257,1991,0.055,4643,3874,27.0,0.18,84130,5798,905,0.055,5708,1980,23.0,0.205
58,1246,2493,2527,0.051,2568,9503,31.5,0.205,4705,6703,5999,0.057,6516,5390,27.0,0.205,8234,8155,2249,0.049,5402,4577,23.0,0.18,12114,5440,1421,0.055,6640,5335,22.0,0.195,15685,7714,4962,0.053,1613,2733,29.5,0.16,19239,4799,3388,0.059,41,3279,27.0,0.17,22859,8030,7175,0.033,8585,5038,30.0,0.16,26334,5546,6843,0.036,2563,7176,27.0,0.185,30039,6380,5518,0.054,783,5276,32.0,0.19,33589,8423,2418,0.05,8981,2126,30.0,0.195,37314,2433,3475,0.056,5834,5346,26.5,0.185,40999,1447,8793,0.043,3260,3587,31.5,0.165,44790,7749,6882,0.044,3755,3841,30.0,0.185,47884,5272,378,0.055,4857,8949,22.0,0.195,51462,1160,1461,0.041,3922,2734,30.0,0.205,55327,2758,8507,0.041,7657,7134,29.5,0.195,59027,1806,8457,0.058,729,4935,22.0,0.18,62450,4831,307,0.043,5123,6858,22.0,0.2,66001,1705,1235,0.046,7411,2903,29.0,0.205,69650,4803,178,0.053,710,7140,29.5,0.195,73043,4171,4703,0.036,9646,1750,23.0,0.21,77004,780,4159,0.053,6808,9555,30.0,0.205,80677,2308,512,0.047,499,3034,29.0,0.16,84141,7273,4767,0.04,8936,7865,23.0,0.185
59,1258,6142,4969,0.046,1705,6548,31.5,0.18,4713,5515,6971,0.049,765,5538,26.5,0.195,8244,6206,4482,0.033,5977,7851,32.0,0.185,12142,7831,3760,0.057,6508,3752,26.5,0.17,15695,3444,235,0.033,627,7158,22.5,0.18,19244,6231,1356,0.033,9874,2545,31.5,0.2,22894,5576,6384,0.045,2564,2329,32.0,0.205,26338,7460,4357,0.059,1387,6474,22.5,0.205,30068,2152,1685,0.046,7063,48,31.5,0.195,33598,5253,7839,0.048,2385,9682,29.5,0.205,37370,3394,7926,0.055,8926,3904,30.0,0.16,41024,4950,3582,0.033,2481,2836,27.0,0.19,44819,7445,6473,0.044,1293,7139,29.5,0.17,47952,548,4637,0.032,6664,9749,22.0,0.2,51463,2708,6798,0.042,4893,9763,26.5,0.16,55366,5589,2738,0.055,2843,3716,23.0,0.19,59034,7803,5829,0.037,5449,5383,31.5,0.205,62504,2371,24,0.056,3079,844,31.5,0.17,66002,7963,5817,0.036,5201,103,22.0,0.165,69653,8924,2830,0.052,4991,8467,29.5,0.18,73069,8039,2514,0.036,4797,8458,22.5,0.19,77038,3457,6377,0.041,5549,2546,29.5,0.19,80689,6688,3663,0.046,852,4484,32.0,0.21,84156,510,3896,0.037,4178,3901,27.0,0.205
60,1258,3902,6306,0.046,704,7849,30.0,0.17,4818,978,6733,0.054,1421,2529,23.0,0.21,8290,379,7832,0.044,252,6217,26.5,0.165,12163,3356,620,0.058,1518,728,29.0,0.21,15709,6148,8499,0.051,2139,8091,26.5,0.165,19251,8201,1124,0.048,8470,6840,30.0,0.205,22923,2992,984,0.059,8619,6314,23.0,0.185,26344,3201,6484,0.043,897,2699,26.5,0.19,30076,7660,8769,0.038,6107,8743,32.0,0.17,33650,6949,2486,0.051,3707,8543,23.0,0.21,37404,5533,6196,0.035,7641,3194,29.5,0.21,41041,1561,3341,0.04,5642,8494,29.0,0.2,44856,4631,3362,0.039,7445,1229,29.0,0.19,47956,2530,1617,0.059,3566,8956,32.0,0.165,51550,3916,439,0.053,3967,4208,30.0,0.17,55394,473,5484,0.047,474,5260,32.0,0.18,59037,7218,3161,0.052,9224,4541,32.0,0.185,62541,5190,4900,0.051,2373,5213,27.0,0.18,66026,3189,5026,0.035,945,8630,23.0,0.2,69751,3648,4161,0.044,6841,8087,22.0,0.18,73091,5483,4375,0.031,7261,9108,22.0,0.185,77074,725,5566,0.053,6705,4218,26.5,0.21,80705,4278,8219,0.038,2100,2959,32.0,0.18,84185,5529,3137,0.04,543,6192,22.0,0.185
61,1259,5798,8250,0.041,3304,2883,22.0,0.19,4826,994,4745,0.047,2437,7339,29.5,0.21,8292,6254,1385,0.055,4074,7206,26.5,0.195,12170,8442,5353,0.041,577,8060,23.0,0.16,15720,5324,48,0.051,5687,8447,29.5,0.205,19270,5776,3849,0.04,3842,6720,29.0,0.18,22950,8827,5661,0.057,207,3906,31.5,0.205,26357,5030,6546,0.056,4118,9831,27.0,0.21,30077,66,6451,0.038,9815,5893,29.5,0.165,33682,3528,910,0.039,3140,6140,30.0,0.165,37405,8433,4043,0.049,6203,5480,30.0,0.16,41045,2182,8549,0.031,1805,6177,26.5,0.205,44861,1040,8792,0.05,3035,2160,31.5,0.17,48144,8796,7821,0.05,8092,5796,29.0,0.185,51582,4540,7939,0.042,9852,7199,31.5,0.21,55402,1429,7449,0.034,8451,7861,29.5,0.17,59048,7716,3285,0.05,6428,6652,31.5,0.185,62556,540,4429,0.053,6371,595,27.0,0.185,66027,5335,2886,0.043,2571,4827,29.5,0.205,69774,3546,8293,0.031,6157,3644,31.5,0.19,73096,1039,6849,0.056,5512,4199,22.5,0.2,77074,399,7604,0.042,22,7036,22.5,0.165,80734,8842,3797,0.056,2702,7303,29.0,0.195,84190,978,3100,0.053,3460,4755,31.5,0.165
62,1263,8783,6765,0.045,2990,5547,32.0,0.17,4855,2120,7953,0.041,7617,7956,22.0,0.165,8295,1173,5827,0.057,973,7711,23.0,0.195,12217,6495,4989,0.034,6423,3045,23.0,0.165,15725,7817,4888,0.034,3299,2880,30.0,0.195,19270,788,8532,0.056,2208,5354,29.0,0.2,22963,157,4426,0.036,5993,190,30.0,0.19,26379,6947,570,0.033,7089,7736,26.5,0.165,30080,5760,6121,0.035,8008,9670,32.0,0.17,33694,298,3448,0.03,5403,8022,22.0,0.165,37407,4862,201,0.051,760,7603,26.5,0.21,41045,5459,3823,0.053,3361,8244,27.0,0.185,44938,4151,6349,0.04,6365,8364,32.0,0.18,48167,2155,3088,0.056,3110,9322,27.0,0.18,51603,8595,122,0.034,8603,8042,23.0,0.195,55439,3577,256,0.049,9544,3407,29.5,0.17,59079,3149,1273,0.03,122,3662,30.0,0.195,62575,7140,1197,0.04,9113,1439,32.0,0.205,66039,3972,3474,0.051,3760,303,22.0,0.165,69804,7459,3432,0.054,3641,397,29.0,0.2,73142,2589,3478,0.055,4015,1528,26.5,0.21,77097,4639,6585,0.05,5138,9443,31.5,0.2,80751,7889,6843,0.037,1404,6284,29.5,0.21,84218,4571,6525,0.035,7840,6993,27.0,0.195
63,1267,4578,99,0.044,5685,150,29.5,0.17,4860,2405,4749,0.044,8198,6596,22.5,0.19,8299,3349,7565,0.038,3996,3279,23.0,0.17,12242,1350,5521,0.03,4070,6026,29.5,0.165,15732,7782,3305,0.045,5413,8865,29.0,0.195,19275,6316,4910,0.048,1804,1441,29.0,0.2,22968,298,4333,0.042,8615,567,22.5,0.16,26447,1674,5934,0.059,863,9671,29.0,0.18,30095,4647,4798,0.041,6773,8433,23.0,0.21,33720,8826,429,0.042,8562,2318,31.5,0.17,37454,3143,5971,0.056,126,6581,29.5,0.21,41074,4906,1160,0.054,3477,5340,31.5,0.19,44961,2456,4448,0.058,3117,4801,26.5,0.2,48194,7320,5795,0.044,999,2639,22.0,0.165,51653,8796,5945,0.056,2709,5592,29.5,0.195,55479,2373,7392,0.048,1731,7680,27.0,0.165,59102,6878,7201,0.058,5464,1579,29.5,0.205,62608,6442,3072,0.045,1755,6731,22.5,0.21,66068,7055,3957,0.05,9151,9676,26.5,0.19,69837,86,2809,0.048,8760,4139,32.0,0.19,73200,361,6617,0.032,5852,4933,30.0,0.195,77151,435,4798,0.032,7399,68,30.0,0.21,80764,5292,8660,0.048,4654,8681,22.0,0.18,84273,8600,4492,0.032,3110,5698,22.0,0.2
64,1320,1497,3807,0.041,1916,1741,22.5,0.205,4905,5680,7485,0.056,8765,3241,32.0,0.18,8361,1586,5824,0.055,3585,9120,29.0,0.165,12252,1307,4234,0.03,7568,7553,29.5,0.16,15753,8430,2682,0.06,1836,5230,26.5,0.18,19278,53,7344,0.056,6627,2306,29.0,0.2,22986,5453,2495,0.032,2299,5483,22.0,0.17,26470,6984,3964,0.038,1418,2606,26.5,0.185,30099,8370,7085,0.036,169,2468,23.0,0.19,33735,1916,2790,0.045,2545,469,29.0,0.18,37496,5786,7049,0.038,860,4082,22.0,0.21,41088,193,4832,0.031,4284,5148,26.5,0.195,44987,1048,7453,0.038,1390,6337,29.0,0.205,48208,4941,5975,0.051,1609,4117,23.0,0.185,51657,7284,6579,0.059,7599,4574,29.5,0.195,55484,1293,7293,0.038,11,1797,32.0,0.195,59109,4128,2959,0.031,2635,5179,29.0,0.21,62620,5000,6746,0.046,3675,954,29.0,0.21,66077,883,200,0.056,4095,3821,31.5,0.165,69921,691,1443,0.031,5060,9186,22.0,0.185,73219,827,4507,0.031,7461,9663,31.5,0.195,77174,244,1835,0.045,2971,6098,29.0,0.165,80794,4391,3681,0.059,3459,9872,23.0,0.2,84320,6733,303,0.034,3725,9764,22.0,0.18
65,1323,8059,7260,0.043,3205,9508,23.0,0.19,4951,2371,6861,0.034,3140,4383,32.0,0.165,8377,7379,7804,0.036,7351,9559,29.0,0.2,12263,7524,288,0.042,3100,8295,27.0,0.195,15765,8798,7531,0.035,6606,3960,22.5,0.17,19286,4312,5981,0.035,2327,369,29.5,0.17,22995,2127,6574,0.049,4599,5123,22.0,0.16,26553,599,2687,0.051,4559,8917,29.0,0.16,30167,7641,6485,0.033,5250,5859,26.5,0.205,33756,3048,5642,0.049,6014,3268,26.5,0.195,37496,6393,7428,0.034,4829,629,30.0,0.17,41105,2909,8863,0.036,9461,3660,31.5,0.21,45007,3240,7859,0.059,1359,6937,29.5,0.16,48211,1801,1078,0.032,4091,4253,23.0,0.16,51716,8667,3957,0.034,5113,7942,26.5,0.195,55495,3640,4694,0.04,8778,9368,29.0,0.16,59112,8351,7050,0.043,9393,892,32.0,0.17,62622,4105,4169,0.044,462,853,22.0,0.19,66098,7450,3987,0.032,9779,6053,30.0,0.17,69925,4678,8070,0.054,522,3713,30.0,0.18,73223,6723,7193,0.06,7246,7430,26.5,0.195,77189,4058,8169,0.032,9343,1026,31.5,0.2,80800,5845,6826,0.054,9793,8174,27.0,0.16,84372,4665,7990,0.045,4797,922,29.0,0.17
66,1362,8213,3589,0.044,613,6928,32.0,0.18,4978,6649,6175,0.033,3137,4217,22.0,0.185,8405,2505,1740,0.056,8648,2787,22.0,0.19,12266,3949,7190,0.053,6906,5185,29.0,0.19,15786,4313,6531,0.043,9139,9555,30.0,0.21,19306,1017,8629,0.05,6572,4296,31.5,0.205,23008,2064,6645,0.035,3878,3020,23.0,0.165,26590,5268,1007,0.031,6213,8210,29.0,0.16,30204,2602,4297,0.038,65,4683,26.5,0.19,33772,3445,4624,0.055,7256,2055,32.0,0.205,37505,5770,6083,0.036,4023,3295,22.0,0.19,41142,6612,7058,0.03,3249,5246,29.5,0.19,45035,4685,3982,0.039,2473,8174,29.0,0.205,48227,5498,6727,0.033,8970,9463,29.0,0.17,51757,1179,2598,0.049,4933,3868,26.5,0.21,55525,4672,4251,0.038,7483,9207,29.0,0.17,59132,1310,1911,0.042,1951,1996,22.0,0.17,62637,6523,6037,0.058,4709,9798,22.5,0.185,66129,7779,2773,0.057,8583,7925,29.0,0.17,70004,5097,1569,0.053,1972,132,30.0,0.165,73224,161,1397,0.056,3234,3901,31.5,0.16,77190,3599,1855,0.046,9155,9431,29.0,0.17,80822,197,5035,0.05,966,9095,22.5,0.21,84378,565,627,0.058,9049,6565,22.5,0.2
