index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
48,887,4924,1199,0.042,3790,27,29.0,0.165,4596,7642,8793,0.058,6442,473,31.5,0.195,8284,2839,5860,0.053,7860,8310,23.0,0.17,11932,5933,6943,0.053,6239,4587,23.0,0.19,15495,3109,6666,0.03,5234,5554,32.0,0.16,18892,6304,8878,0.051,6304,5297,22.5,0.2,22708,2027,4150,0.03,4640,2243,32.0,0.21,26430,7391,3151,0.031,8087,5601,29.0,0.19,29982,4795,684,0.044,6104,2154,22.5,0.17,33371,6800,7592,0.042,5539,482,26.5,0.19,37207,6322,5046,0.058,7916,7186,30.0,0.18,40864,2273,2642,0.052,4379,2872,29.0,0.2,44073,5317,2440,0.031,6791,248,22.0,0.17,47748,5034,9,0.045,1871,308,26.5,0.2,51397,2243,6763,0.035,3030,7987,31.5,0.18,55061,2609,5933,0.056,7240,8403,29.5,0.17,58779,2987,3925,0.036,5298,9463,30.0,0.16,62015,6907,8019,0.054,3893,8169,30.0,0.17,65787,2510,8234,0.055,4253,309,22.0,0.18,69373,7515,1734,0.059,9280,1918,29.0,0.205,73211,2263,8042,0.047,8859,7070,26.5,0.165,76544,6412,202,0.032,5852,8807,29.0,0.16,80402,6549,2360,0.03,575,2875,22.5,0.21,83735,3119,8283,0.057,5700,6553,26.5,0.17
49,901,8044,2480,0.036,784,6995,32.0,0.185,4597,4913,3671,0.05,6529,2523,30.0,0.19,8292,6242,3224,0.036,2557,2201,31.5,0.165,11938,8100,4580,0.03,5848,9225,22.0,0.195,15498,3299,1468,0.034,2010,2202,23.0,0.205,18912,1484,2054,0.044,937,52,29.5,0.2,22728,75,7430,0.053,9893,8746,26.5,0.21,26431,8654,4286,0.034,7382,6977,31.5,0.21,29988,4113,8182,0.034,8816,4990,32.0,0.19,33390,2234,3643,0.05,6705,5160,22.0,0.19,37215,7025,3629,0.038,1456,1591,26.5,0.195,40869,4885,8213,0.033,8885,9095,27.0,0.16,44108,3587,1077,0.042,2764,3832,32.0,0.19,47787,5058,8496,0.058,6355,9407,23.0,0.165,51431,1520,865,0.041,3547,4063,22.0,0.16,55129,1285,760,0.054,1910,746,29.0,0.205,58795,7730,6312,0.051,7129,9728,23.0,0.18,62061,6843,292,0.055,8071,2762,26.5,0.16,65787,573,1075,0.048,6597,2287,22.0,0.195,69380,4769,3768,0.045,6679,1972,23.0,0.165,73238,1421,4463,0.05,3094,4675,30.0,0.195,76549,6789,4513,0.035,561,2951,27.0,0.21,80413,8876,5736,0.057,7396,302,26.5,0.185,83785,8825,8481,0.058,2766,5263,32.0,0.195
50,958,4433,1409,0.057,1686,4211,29.0,0.165,4603,8076,6123,0.034,6945,1053,22.0,0.165,8295,2618,49,0.041,4086,8054,29.5,0.205,11978,297,8022,0.051,8570,5024,26.5,0.17,15528,8896,1045,0.031,2147,867,27.0,0.21,18915,8992,2091,0.047,5454,7385,22.5,0.18,22763,8353,5695,0.059,3904,3193,22.0,0.205,26446,3020,7337,0.052,4755,7258,31.5,0.16,30014,1211,6089,0.03,2538,1142,27.0,0.205,33399,6063,614,0.046,4733,7645,26.5,0.195,37234,1572,1205,0.05,4545,5601,27.0,0.165,40880,4616,3997,0.051,2403,1296,31.5,0.19,44120,6893,2006,0.031,9017,2668,29.0,0.18,47803,280,6994,0.033,9156,9826,26.5,0.18,51437,5693,8302,0.055,1445,3114,31.5,0.2,55132,8106,5428,0.032,5896,8715,22.5,0.185,58827,1061,8074,0.033,8764,3206,22.0,0.19,62067,6218,3779,0.052,5454,5530,29.0,0.17,65798,1265,361,0.041,9561,8521,27.0,0.2,69396,3256,7945,0.055,4398,8439,22.5,0.21,73272,3319,720,0.032,545,1823,22.0,0.165,76552,5035,5117,0.041,6563,7808,30.0,0.19,80432,5137,2497,0.047,7286,2827,31.5,0.165,83797,1762,4059,0.032,7349,8951,22.5,0.18
51,971,7640,1071,0.049,2058,6687,31.5,0.185,4607,5181,706,0.038,6757,4082,27.0,0.21,8319,638,2231,0.041,8755,5016,30.0,0.16,11995,7595,2886,0.044,2238,2929,27.0,0.21,15559,5545,1463,0.034,9582,242,27.0,0.16,18940,7225,3306,0.054,4537,8124,23.0,0.2,22767,245,8993,0.037,87,6871,31.5,0.21,26499,2296,2137,0.054,5004,3417,32.0,0.17,30053,5374,850,0.051,9920,6504,22.0,0.17,33430,7196,2573,0.056,4783,1814,32.0,0.19,37234,4012,5533,0.05,9092,740,23.0,0.2,40896,8889,3459,0.049,4832,1762,29.5,0.185,44158,5667,2563,0.041,5826,6832,22.5,0.195,47804,6434,3828,0.048,2959,3031,26.5,0.16,51444,4784,4863,0.052,8093,9787,22.0,0.16,55140,1086,1794,0.038,8083,9166,32.0,0.17,58853,2206,7338,0.035,6361,2301,27.0,0.205,62121,1896,6704,0.049,7193,8706,23.0,0.195,65856,373,251,0.052,3746,404,23.0,0.205,69409,8215,6724,0.043,6702,5722,31.5,0.19,73273,3777,8488,0.034,2410,6101,31.5,0.195,76594,785,8819,0.043,5088,1869,27.0,0.185,80449,838,7653,0.051,9949,8091,32.0,0.19,83805,7042,1225,0.044,9227,8297,32.0,0.2
52,975,1229,30,0.043,5396,5751,32.0,0.16,4638,5156,7510,0.047,5487,6366,26.5,0.19,8398,7579,479,0.031,205,4939,22.5,0.19,11998,594,723,0.038,3900,1035,22.0,0.17,15565,1278,2485,0.035,2991,2358,23.0,0.205,18986,4079,7685,0.04,7217,8259,22.0,0.19,22773,3659,1569,0.049,3759,8275,29.0,0.16,26507,2978,4088,0.032,9084,2588,22.0,0.16,30085,5481,8276,0.049,3024,5095,23.0,0.18,33454,7578,7073,0.041,7137,5969,26.5,0.18,37247,1234,3544,0.036,5705,1069,23.0,0.195,40905,4286,8868,0.038,5868,5792,29.0,0.19,44177,4210,4399,0.055,8134,2940,30.0,0.21,47807,2596,3123,0.044,2622,8034,31.5,0.21,51513,3040,8054,0.045,4022,8970,29.5,0.19,55165,7143,581,0.044,6281,8264,23.0,0.205,58862,5438,2650,0.032,2486,6648,31.5,0.17,62138,8724,5056,0.039,1321,8837,30.0,0.165,65952,1103,368,0.039,702,8633,31.5,0.18,69411,3416,7338,0.06,8938,3010,22.0,0.16,73278,6498,4316,0.051,7195,3613,26.5,0.185,76659,2804,6407,0.06,4224,3840,26.5,0.21,80466,7608,8053,0.034,1292,5953,29.0,0.185,83825,2024,6273,0.037,6142,3403,22.0,0.205
53,1017,7117,7571,0.036,1092,425,23.0,0.195,4645,6825,4947,0.04,4251,8928,29.5,0.21,8409,5948,7932,0.041,4117,5703,31.5,0.18,12004,750,369,0.046,1400,5850,31.5,0.21,15575,7334,5423,0.032,8448,7097,29.0,0.19,18987,5547,298,0.033,7470,7246,32.0,0.165,22867,6745,5700,0.035,6253,9817,22.0,0.17,26516,1240,567,0.049,4351,2927,27.0,0.16,30087,4603,614,0.05,1934,9586,29.5,0.195,33479,2524,6258,0.037,3376,9179,29.5,0.2,37257,245,7777,0.04,3348,6821,30.0,0.195,40914,5191,5600,0.058,1050,7877,22.5,0.21,44197,6532,1367,0.043,5549,5039,30.0,0.19,47811,1598,1357,0.041,2220,6958,23.0,0.19,51535,6054,1335,0.041,5766,4294,23.0,0.205,55166,2950,4780,0.054,1341,2180,31.5,0.19,58904,3396,4697,0.059,650,3898,26.5,0.2,62161,2543,3154,0.05,1942,7762,22.0,0.185,65965,3441,928,0.053,3240,9107,26.5,0.17,69418,2709,5819,0.035,836,4951,32.0,0.18,73305,5907,4069,0.052,7274,8612,29.5,0.205,76662,7823,3632,0.059,3573,903,22.0,0.17,80473,4894,8568,0.04,5294,1594,29.0,0.2,83834,4924,4453,0.05,3733,183,22.0,0.2
54,1044,2931,2964,0.053,9373,8159,32.0,0.165,4672,8397,1323,0.059,4385,651,27.0,0.165,8425,7991,2616,0.047,1128,2506,30.0,0.195,12013,913,621,0.041,510,2229,23.0,0.16,15604,575,1155,0.035,3180,6250,23.0,0.17,19060,2659,6380,0.038,5275,2095,23.0,0.18,22898,796,3159,0.039,8892,8039,27.0,0.185,26530,5745,7838,0.034,4982,3474,29.0,0.21,30108,5566,1882,0.036,9241,6645,31.5,0.18,33489,131,5420,0.057,3819,545,23.0,0.165,37264,6451,5414,0.04,6407,2924,29.0,0.17,40944,362,2188,0.043,2979,6087,26.5,0.19,44199,1933,6958,0.042,4453,7849,22.0,0.19,47838,7728,5054,0.056,8101,7922,22.0,0.195,51535,6863,3426,0.055,11,6851,27.0,0.195,55205,8434,8839,0.036,8952,7119,22.5,0.19,58910,6205,2471,0.055,3161,7135,27.0,0.18,62165,948,3948,0.057,9715,843,27.0,0.165,65999,8555,8942,0.052,6491,5555,31.5,0.16,69464,7071,8646,0.047,1729,9112,31.5,0.16,73328,7452,2049,0.053,8699,2818,30.0,0.21,76672,3090,8075,0.045,2022,1191,31.5,0.185,80490,1323,130,0.04,4833,2418,22.5,0.2,83885,8212,7841,0.055,7193,4739,29.0,0.205
55,1052,4094,8894,0.04,6801,6090,27.0,0.18,4704,799,1694,0.036,6613,2210,27.0,0.21,8450,1288,4865,0.043,1180,6636,29.5,0.18,12023,5926,5771,0.048,1263,1622,23.0,0.16,15612,5167,2611,0.051,7400,9679,29.5,0.16,19083,255,8926,0.057,3705,6382,32.0,0.185,22910,7264,316,0.04,3059,9894,22.0,0.2,26562,667,5238,0.038,9921,4783,29.5,0.18,30127,3374,8819,0.037,1765,4936,22.0,0.17,33497,7754,6401,0.031,270,851,29.0,0.165,37279,1898,1033,0.051,1883,5306,27.0,0.16,40960,8850,6971,0.041,6402,2993,22.0,0.21,44200,6470,8361,0.053,97,8483,22.0,0.19,47871,7085,8460,0.059,1809,7127,29.0,0.18,51588,6760,5725,0.035,3356,7279,22.5,0.205,55229,2429,8453,0.031,3778,288,31.5,0.2,58951,6467,3076,0.047,6609,2191,22.0,0.2,62185,4258,5163,0.053,8178,8437,23.0,0.21,66027,4284,4265,0.037,7458,8968,30.0,0.17,69474,7465,5818,0.053,4757,9598,27.0,0.185,73345,5089,2136,0.045,7718,4697,27.0,0.18,76678,7035,1417,0.036,3190,6766,32.0,0.165,80493,4628,1827,0.051,9820,3548,22.0,0.195,83885,585,962,0.033,5402,6889,22.5,0.2
56,1067,6492,2297,0.04,8783,7407,26.5,0.19,4709,6900,8069,0.038,7376,9480,32.0,0.16,8486,3131,650,0.046,3417,6241,30.0,0.19,12024,2001,1449,0.041,7290,4051,27.0,0.195,15673,3879,2076,0.045,5570,2760,27.0,0.18,19105,8222,1772,0.045,5772,1891,31.5,0.16,22922,2396,4871,0.038,3731,774,30.0,0.185,26564,2762,5084,0.046,242,6660,31.5,0.18,30144,4239,7557,0.043,5226,3177,22.5,0.16,33510,6769,1261,0.045,4626,8694,30.0,0.17,37282,7246,4902,0.043,1545,1718,22.5,0.19,41032,2266,6383,0.06,3142,3497,26.5,0.16,44238,2198,5941,0.055,2977,8822,31.5,0.195,47885,8740,7116,0.038,8058,7529,27.0,0.19,51609,4577,730,0.057,7548,6715,31.5,0.2,55232,4772,362,0.039,5210,1133,27.0,0.195,58960,1770,6965,0.035,4249,2997,23.0,0.195,62221,2107,3060,0.059,6637,9811,26.5,0.2,66053,5999,6409,0.042,6173,1427,29.0,0.16,69484,8350,8527,0.04,8197,1362,32.0,0.16,73429,7648,6475,0.045,477,4537,23.0,0.16,76738,7039,1818,0.035,1490,6379,27.0,0.185,80527,5401,5933,0.052,6078,812,30.0,0.2,83908,3438,641,0.054,7304,227,32.0,0.21
57,1120,1937,6287,0.05,623,9956,31.5,0.18,4710,2437,5200,0.031,9601,2551,29.5,0.17,8549,7214,3205,0.059,5222,3425,32.0,0.2,12044,2673,1039,0.058,3491,5189,22.5,0.16,15722,6352,2182,0.048,2888,3983,26.5,0.21,19154,6851,2049,0.035,3735,6621,30.0,0.18,22962,2081,3836,0.039,7955,7134,22.0,0.21,26577,2258,8526,0.037,5589,293,27.0,0.19,30160,4379,2964,0.054,600,685,27.0,0.195,33540,3940,1288,0.042,2801,1732,30.0,0.195,37324,2379,7826,0.052,2086,9700,29.5,0.19,41055,5609,685,0.049,3795,9792,23.0,0.19,44258,6174,3670,0.03,2697,5033,32.0,0.205,47898,754,7194,0.058,1776,3363,22.0,0.16,51637,2126,96,0.037,1077,5840,22.5,0.17,55273,5678,1559,0.05,8369,8039,27.0,0.185,58963,1787,6251,0.035,1149,6817,32.0,0.21,62288,3546,3175,0.031,3025,3023,29.5,0.21,66081,2389,348,0.044,5422,102,32.0,0.205,69506,2726,7065,0.052,5919,2630,22.0,0.2,73446,8059,1375,0.05,413,1532,26.5,0.16,76756,6290,7373,0.057,9419,9997,22.0,0.21,80529,8722,2302,0.038,1298,1018,22.5,0.165,83926,5396,2709,0.04,2809,7061,29.5,0.165
58,1184,2367,3363,0.054,2985,8914,26.5,0.165,4730,7719,2011,0.055,2822,2363,22.0,0.17,8585,5278,4666,0.038,9303,6195,22.0,0.205,12045,183,6832,0.031,7293,6082,32.0,0.205,15810,8539,1582,0.055,9350,6412,27.0,0.205,19183,1834,2362,0.049,8124,6142,23.0,0.2,22963,4298,587,0.031,7057,7076,26.5,0.17,26583,6725,3140,0.057,3011,9230,29.0,0.21,30186,1625,2806,0.049,3657,3871,31.5,0.18,33565,3124,8492,0.038,7415,2576,26.5,0.165,37346,86,3172,0.035,3878,1511,23.0,0.19,41091,5100,403,0.06,3474,5540,30.0,0.19,44277,3353,4383,0.031,931,1580,32.0,0.185,47905,5458,4039,0.051,2536,404,26.5,0.185,51700,845,4222,0.051,1099,8356,32.0,0.2,55277,2063,8229,0.058,9198,9720,30.0,0.2,58980,8035,8634,0.04,9891,2058,29.5,0.19,62313,428,6368,0.052,9110,5586,26.5,0.185,66087,1930,5443,0.055,1830,3479,31.5,0.185,69510,5858,2804,0.043,1097,8352,29.0,0.2,73458,4901,1939,0.032,4078,714,27.0,0.18,76762,4428,5804,0.06,9098,3380,26.5,0.17,80534,1890,2242,0.031,8320,9272,22.5,0.185,83963,3042,20,0.046,7123,50,30.0,0.19
59,1190,3128,5554,0.045,7340,6173,22.5,0.16,4730,3574,8590,0.056,6011,8086,29.5,0.17,8606,4219,8890,0.033,7228,3236,32.0,0.165,12048,7172,4750,0.037,4280,4230,23.0,0.17,15818,8002,2047,0.055,6545,1902,30.0,0.185,19241,3237,2297,0.036,1091,2600,26.5,0.185,22994,5366,3971,0.04,6166,3098,22.5,0.17,26640,315,3286,0.055,8641,6571,31.5,0.19,30226,6515,1655,0.051,5593,1341,31.5,0.165,33617,1524,7079,0.054,6306,7075,29.5,0.2,37356,4033,8525,0.041,9493,5551,23.0,0.17,41108,2991,1780,0.056,3519,7172,30.0,0.21,44298,6291,8709,0.057,8416,1443,22.0,0.205,47986,6178,608,0.059,3627,9479,29.0,0.205,51750,7066,635,0.033,652,4842,23.0,0.18,55284,7087,1972,0.038,3213,6186,32.0,0.185,58999,6955,2880,0.053,8875,943,22.5,0.205,62381,8796,6377,0.035,8963,7141,23.0,0.18,66096,4464,6842,0.052,2354,3248,27.0,0.21,69537,6098,1769,0.05,6543,6724,31.5,0.17,73540,1896,554,0.037,4393,7851,29.0,0.16,76825,4234,1695,0.041,6688,4733,22.5,0.165,80540,1594,5368,0.058,4422,4162,32.0,0.21,83974,6489,1150,0.055,6423,8064,22.5,0.185
60,1193,6638,1651,0.052,3165,5758,23.0,0.205,4757,1432,813,0.06,5498,8014,26.5,0.19,8634,3827,7197,0.056,5029,6357,29.0,0.165,12054,2300,7742,0.039,383,8124,26.5,0.2,15820,7498,6121,0.043,9652,572,32.0,0.19,19264,4911,3293,0.058,1488,6532,22.5,0.21,22999,3747,8031,0.035,799,4586,32.0,0.165,26640,1550,4889,0.038,1955,5311,26.5,0.195,30230,7530,524,0.055,2329,6787,29.0,0.185,33622,5377,4497,0.044,4766,2660,23.0,0.17,37362,7582,6559,0.046,9830,1378,29.5,0.2,41126,4226,8146,0.055,4887,6433,30.0,0.2,44398,3710,7860,0.037,8704,2848,31.5,0.195,47996,1723,7069,0.059,4376,1391,32.0,0.21,51750,393,5579,0.057,2410,8093,22.0,0.21,55376,321,5502,0.057,6424,6974,22.5,0.16,59036,4375,2339,0.051,8586,8774,29.0,0.195,62383,7564,747,0.055,4071,2327,30.0,0.165,66106,8423,8782,0.03,7941,1044,29.0,0.17,69549,8671,1573,0.044,3483,2800,29.0,0.205,73599,7838,7876,0.04,2618,8750,31.5,0.19,76825,301,1624,0.055,4720,8218,29.5,0.2,80596,2097,2244,0.038,1385,8360,29.0,0.195,83984,6348,2340,0.042,3406,9291,22.0,0.17
61,1201,6000,8816,0.052,7495,9274,31.5,0.205,4771,6498,2526,0.041,2196,3580,22.5,0.21,8640,2044,25,0.033,2007,6807,27.0,0.21,12071,90,6692,0.052,8956,4228,32.0,0.185,15857,739,6165,0.059,7493,8977,22.0,0.205,19313,4682,8172,0.048,8871,8632,32.0,0.185,23009,2494,7712,0.039,8985,8513,30.0,0.19,26645,5812,8463,0.042,6792,7189,30.0,0.17,30269,2259,4083,0.032,5661,8670,31.5,0.195,33628,8232,386,0.036,5381,8040,32.0,0.17,37395,45,7097,0.039,4400,3828,29.0,0.185,41180,8561,5730,0.033,122,8846,22.5,0.21,44420,4258,4486,0.043,9739,6893,30.0,0.165,48022,7614,2712,0.05,3252,9181,32.0,0.21,51774,5807,7646,0.033,9747,2405,27.0,0.205,55387,8684,5876,0.036,2091,628,29.0,0.17,59049,7053,3804,0.032,2548,4905,27.0,0.195,62420,6473,2647,0.048,2490,4504,30.0,0.205,66112,5845,5652,0.036,7663,6140,29.0,0.195,69598,5285,4835,0.057,895,93,30.0,0.195,73605,5935,8257,0.055,1232,4943,22.0,0.195,76835,6518,7832,0.058,7139,573,27.0,0.205,80624,1186,7099,0.033,2624,3943,31.5,0.195,84008,8403,1281,0.033,2792,2188,29.0,0.18
62,1207,4847,3310,0.048,4481,7040,23.0,0.165,4786,6656,7521,0.059,8626,9182,29.0,0.18,8687,5135,2304,0.043,1194,8750,26.5,0.16,12072,5154,3266,0.04,8741,6057,31.5,0.205,15867,1519,1473,0.048,6293,6726,26.5,0.2,19328,2711,5048,0.035,6333,4280,22.5,0.205,23016,5281,2112,0.03,6339,72,31.5,0.17,26649,4758,2677,0.039,12,4950,29.5,0.21,30286,5904,1177,0.031,2458,8371,30.0,0.2,33651,1383,3980,0.038,5039,4382,32.0,0.185,37400,4360,7775,0.054,2476,265,26.5,0.21,41212,2807,3415,0.044,166,5868,31.5,0.19,44434,8399,4336,0.055,3208,7534,32.0,0.16,48045,742,625,0.05,6214,2449,27.0,0.18,51778,1057,6901,0.047,7090,1533,22.5,0.185,55399,5792,4005,0.037,1284,2151,27.0,0.16,59088,3638,2492,0.03,898,2085,32.0,0.17,62454,6041,1749,0.053,5181,1608,22.0,0.18,66128,6301,3487,0.043,5691,618,22.5,0.21,69638,6174,3789,0.031,7538,4889,27.0,0.205,73611,592,5966,0.035,4499,2813,22.0,0.205,76847,7640,6599,0.058,6521,5884,23.0,0.19,80634,4893,6302,0.059,4661,8416,31.5,0.165,84090,8717,2133,0.036,3558,260,32.0,0.19
63,1243,5200,4681,0.04,2865,2042,31.5,0.17,4867,4388,503,0.05,5756,5689,29.0,0.165,8704,1795,1383,0.041,505,4649,22.5,0.21,12076,3601,1966,0.056,9401,1730,30.0,0.195,15937,5766,2566,0.051,7330,9232,22.5,0.195,19335,892,8386,0.034,2380,9988,32.0,0.18,23065,1297,4632,0.042,707,3106,29.0,0.19,26689,6599,8005,0.035,1946,3164,29.5,0.16,30311,3336,4766,0.041,673,2316,31.5,0.17,33697,7511,8818,0.058,2373,8652,23.0,0.19,37458,4830,6000,0.046,4908,9374,29.5,0.17,41229,2729,8154,0.042,7061,8420,31.5,0.205,44444,8853,6156,0.038,3698,9809,31.5,0.18,48061,1037,7683,0.035,6670,3860,31.5,0.19,51778,2850,3945,0.033,647,5073,22.5,0.19,55483,2548,3158,0.031,9966,9122,32.0,0.185,59097,2093,3125,0.042,9570,18,26.5,0.165,62469,2500,270,0.053,7595,1974,27.0,0.195,66132,1066,8804,0.032,3206,7877,29.0,0.185,69671,5778,4586,0.035,9293,9532,32.0,0.2,73655,6606,2477,0.035,6725,5373,22.5,0.195,76860,8937,5240,0.039,6330,104,29.0,0.205,80639,1481,1754,0.043,3513,3914,29.0,0.185,84112,5653,2572,0.048,4347,4484,27.0,0.19
64,1247,8389,7452,0.058,6833,569,29.5,0.195,4868,1182,3524,0.046,3883,5986,29.5,0.16,8711,1907,7089,0.055,2194,7047,23.0,0.16,12078,1357,8233,0.038,1435,2948,29.0,0.17,15955,8120,3898,0.046,7340,4655,27.0,0.16,19365,7902,8149,0.044,115,616,22.0,0.21,23093,7524,1962,0.033,8625,3107,22.0,0.19,26706,1332,3185,0.038,8386,1835,26.5,0.16,30325,6343,8451,0.045,6110,2642,29.5,0.165,33730,5925,8164,0.041,6507,1102,22.0,0.16,37499,83,6654,0.044,1069,5090,30.0,0.205,41259,6236,1691,0.051,4825,8364,26.5,0.16,44449,2303,6408,0.037,9607,1725,32.0,0.205,48084,8155,2205,0.041,9204,4714,29.0,0.18,51780,7892,2349,0.032,1043,1633,23.0,0.21,55508,6873,2886,0.049,1381,9283,29.0,0.19,59109,3303,8216,0.043,688,2032,22.5,0.185,62480,1509,2638,0.045,1789,6827,23.0,0.195,66136,2140,7399,0.031,4356,3200,26.5,0.21,69679,271,4699,0.037,1297,5657,27.0,0.195,73661,3481,6312,0.05,6331,9559,26.5,0.18,76864,3040,7043,0.04,5642,1293,32.0,0.18,80737,3688,8216,0.039,88,2179,22.0,0.16,84115,6141,5934,0.03,720,3676,27.0,0.17
65,1257,1460,6370,0.032,6516,7919,22.0,0.17,4871,3147,4948,0.033,3129,5809,27.0,0.19,8796,7617,2354,0.049,8498,126,29.0,0.195,12078,4829,5491,0.041,8227,5280,23.0,0.18,15970,957,4473,0.046,8587,3567,26.5,0.195,19373,3221,4072,0.052,504,6716,32.0,0.185,23125,6609,7511,0.054,8043,4324,23.0,0.19,26729,6737,3091,0.057,1015,1621,22.5,0.18,30331,5304,3030,0.056,4990,4883,23.0,0.185,33732,3734,6596,0.034,7818,6211,27.0,0.185,37511,8556,2337,0.038,3435,537,26.5,0.21,41260,2055,4091,0.042,5869,1969,30.0,0.21,44478,8522,7864,0.033,7160,327,29.0,0.2,48095,2736,6413,0.044,8377,2126,23.0,0.2,51791,253,7389,0.047,3202,3725,22.0,0.21,55509,3636,6909,0.037,8564,5237,27.0,0.16,59126,5659,7915,0.05,636,5238,29.0,0.21,62495,2641,6926,0.056,883,9082,22.5,0.185,66170,5019,5683,0.05,4579,4802,26.5,0.19,69695,5571,1120,0.03,1612,1913,31.5,0.165,73683,6051,5029,0.038,8653,6905,23.0,0.205,76870,7480,5260,0.04,368,9607,27.0,0.195,80751,588,8261,0.037,1603,1324,31.5,0.16,84134,5159,4136,0.056,8391,4625,22.5,0.185
66,1273,6751,5322,0.04,1140,1866,29.5,0.195,4873,2859,5883,0.058,9274,4277,29.5,0.185,8796,8468,6676,0.034,9142,5213,30.0,0.195,12106,7405,4115,0.038,9584,2929,22.5,0.195,15978,4051,2506,0.058,7495,4865,29.0,0.18,19418,7147,5243,0.055,9159,8878,29.0,0.18,23127,632,5626,0.04,4360,7916,23.0,0.195,26734,5631,3263,0.037,4566,445,29.0,0.17,30333,1109,5534,0.055,6243,9057,32.0,0.185,33770,7343,7089,0.04,5527,8618,26.5,0.195,37561,7132,6613,0.033,9829,1417,22.0,0.165,41262,4715,7335,0.044,3133,9146,23.0,0.16,44486,3586,7562,0.034,5185,3849,32.0,0.19,48099,5631,1567,0.049,3808,8912,32.0,0.16,51795,6314,2325,0.056,1189,3586,23.0,0.195,55509,1760,4820,0.044,8586,8737,26.5,0.2,59143,5729,355,0.033,7685,8398,26.5,0.16,62497,6669,8249,0.043,5793,6289,26.5,0.195,66223,6977,1407,0.05,1509,2300,27.0,0.2,69702,1070,4175,0.049,3367,7049,26.5,0.2,73719,1639,6369,0.043,9928,8839,29.5,0.2,76879,4370,3789,0.058,15,1344,27.0,0.17,80817,8375,6580,0.049,9537,2217,22.5,0.185,84165,4358,8306,0.042,356,6100,22.5,0.165
